"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032259","BP","GO:0032259","methylation","20/602","338/23210",0.00057850005617947,0.00929585436596929,0.007713642157788,"Kmt2a/Dnmt1/Pax5/Gamt/Dnmt3a/Mettl3/Paxbp1/Hells/Gfi1/Ezh2/Mbd4/Zfp57/Mettl8/Tet1/Kmt2d/Trmt1l/Mettl4/Nsd2/Kmt5c/Dot1l",20
"GO:0008340","BP","GO:0008340","determination of adult lifespan","5/602","27/23210",0.000580583184962293,0.00929585436596929,0.007713642157788,"Msh6/Rad54l/Cgas/Atm/Rad54b",5
"GO:0098687","CC","GO:0098687","chromosomal region","41/614","299/23436",3.80338056270703e-18,1.71912801434358e-15,1.44928817231573e-15,"Spag5/Dnmt1/Cbx5/Ncapg/Cbx1/Dnmt3a/Esco2/Rangap1/Dscc1/Xrcc6/Hsf1/Smchd1/Hells/Cenpl/Knl1/Knstrn/Bub1/Kntc1/Chek2/Ezh2/Plk1/Mki67/Cenpi/Chek1/Zwilch/Atm/Ska1/Pml/Ttk/Pold1/Ckap5/Pif1/Trp53bp1/Cenpe/Mis18bp1/H2afx/Nup160/Xrcc1/Kmt5c/Bod1l/Spdl1",41
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","30/614","190/23436",2.70654259461373e-15,6.11678626382703e-13,5.15667589079037e-13,"Spag5/Dnmt1/Cbx5/Ncapg/Cbx1/Dnmt3a/Esco2/Rangap1/Dscc1/Hsf1/Hells/Cenpl/Knl1/Knstrn/Bub1/Kntc1/Plk1/Mki67/Cenpi/Zwilch/Ska1/Ttk/Ckap5/Trp53bp1/Cenpe/Mis18bp1/Nup160/Kmt5c/Bod1l/Spdl1",30
"GO:0005819","CC","GO:0005819","spindle","34/614","273/23436",5.25434073499995e-14,7.91654004073325e-12,6.67393454761397e-12,"Spag5/Kif11/Cdc6/Ncor1/Cbx1/Fbf1/Rangap1/Hsf1/Kifc5b/Nusap1/Knstrn/Ect2/Cdc7/Kntc1/Plk1/Kif23/Aspm/Atm/Ddx11/Ska1/Wdr62/Ttk/Prc1/Ckap5/Kif14/Spice1/Cenpe/Ckap2l/Haspin/Cspp1/Espl1/Bod1l/Numa1/Spdl1",34
"GO:0042611","CC","GO:0042611","MHC protein complex","10/614","23/23436",1.19223473989255e-10,1.34722525607858e-08,1.13576046273974e-08,"Cd74/H2-Aa/H2-DMb2/H2-DMa/H2-Ob/H2-Eb1/B2m/H2-K1/H2-Ab1/H2-DMb1",10
"GO:0000776","CC","GO:0000776","kinetochore","20/614","132/23436",2.58315329011022e-10,2.33517057425964e-08,1.96863471793663e-08,"Spag5/Cbx5/Rangap1/Hsf1/Knl1/Knstrn/Bub1/Kntc1/Plk1/Cenpi/Zwilch/Ska1/Ttk/Ckap5/Trp53bp1/Cenpe/Mis18bp1/Nup160/Bod1l/Spdl1",20
"GO:0072686","CC","GO:0072686","mitotic spindle","17/614","107/23436",2.699061859926e-09,2.03329326781092e-07,1.71414104086528e-07,"Spag5/Kif11/Ncor1/Rangap1/Hsf1/Kifc5b/Nusap1/Knstrn/Ect2/Cdc7/Kif23/Aspm/Ska1/Cenpe/Ckap2l/Espl1/Numa1",17
"GO:0005814","CC","GO:0005814","centriole","17/614","115/23436",8.35489071170025e-09,5.39487228812645e-07,4.54807584606841e-07,"Pcnt/Fbf1/Top2a/Cep192/Sass6/Kif24/Plk1/Cntrob/Ccp110/2700049A03Rik/Cchcr1/Crocc/Spice1/C2cd3/Alms1/Wdr90/Ttbk2",17
"GO:0000792","CC","GO:0000792","heterochromatin","14/614","95/23436",1.7977029492286e-07,1.01570216631416e-05,8.56274299500993e-06,"Uhrf1/Dnmt1/Cbx5/Cbx1/Dnmt3a/Esco2/Hsf1/Uhrf2/Hells/Psip1/Zfp57/Pml/Eme1/Kmt5c",14
"GO:0005657","CC","GO:0005657","replication fork","12/614","71/23436",2.9365385220969e-07,1.47479490220867e-05,1.24330636841998e-05,"Uhrf1/Dnmt1/Pola1/Mcm10/Hmces/Pold3/Chek1/Zranb3/Pold1/Pif1/Trp53bp1/H2afx",12
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","10/614","51/23436",6.87489158891513e-07,3.10745099818964e-05,2.61969553177608e-05,"Ncapg/Knl1/Bub1/Plk1/Ska1/Cenpe/Mis18bp1/Kmt5c/Bod1l/Spdl1",10
"GO:0005874","CC","GO:0005874","microtubule","30/614","420/23436",8.12487585301027e-07,3.33858535050967e-05,2.81455029549255e-05,"Pcnt/Spag5/Kif11/Ttll5/Cep57l1/Mefv/Kifc5b/Nusap1/Knstrn/Kif24/Kntc1/Hsph1/Tuba8/Plk1/Kif23/Rpgrip1l/Dnah8/Aspm/Mid1/Ska1/Kif15/Prc1/Ckap5/Kif14/Tubb2b/Cenpe/Cspp1/Bod1l/Numa1/Ninl",30
"GO:0000781","CC","GO:0000781","chromosome, telomeric region","14/614","110/23436",1.1269906306288e-06,4.24499804203515e-05,3.57868954638269e-05,"Cbx5/Cbx1/Xrcc6/Smchd1/Chek2/Ezh2/Chek1/Atm/Pml/Pold1/Pif1/Trp53bp1/H2afx/Xrcc1",14
"GO:0000940","CC","GO:0000940","condensed chromosome outer kinetochore","6/614","15/23436",1.29118067336411e-06,4.48933587969676e-05,3.78467533407132e-05,"Bub1/Plk1/Ska1/Cenpe/Bod1l/Spdl1",6
"GO:0005720","CC","GO:0005720","nuclear heterochromatin","9/614","43/23436",1.39587154741026e-06,4.50667099592454e-05,3.79928947490611e-05,"Uhrf1/Cbx5/Dnmt3a/Esco2/Uhrf2/Psip1/Zfp57/Eme1/Kmt5c",9
"GO:0000922","CC","GO:0000922","spindle pole","15/614","129/23436",1.51088446226477e-06,4.55279851295784e-05,3.83817666905155e-05,"Spag5/Kif11/Cdc6/Fbf1/Hsf1/Kntc1/Plk1/Aspm/Ddx11/Wdr62/Ckap5/Cspp1/Bod1l/Numa1/Spdl1",15
"GO:0000777","CC","GO:0000777","condensed chromosome kinetochore","8/614","35/23436",2.6720133201221e-06,7.54843762934492e-05,6.36361067029078e-05,"Knl1/Bub1/Plk1/Ska1/Cenpe/Mis18bp1/Bod1l/Spdl1",8
"GO:0005876","CC","GO:0005876","spindle microtubule","9/614","54/23436",1.01858703038055e-05,0.000270824316312947,0.000228314863775703,"Spag5/Kif11/Nusap1/Kntc1/Plk1/Ska1/Cenpe/Bod1l/Numa1",9
"GO:0020003","CC","GO:0020003","symbiont-containing vacuole","5/614","14/23436",1.99803401101677e-05,0.000501728540544211,0.000422975621045655,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0005721","CC","GO:0005721","pericentric heterochromatin","6/614","24/23436",2.83932675503365e-05,0.000611131282512004,0.000515206158056231,"Dnmt1/Cbx5/Cbx1/Esco2/Hells/Kmt5c",6
"GO:0018995","CC","GO:0018995","host cellular component","6/614","24/23436",2.83932675503365e-05,0.000611131282512004,0.000515206158056231,"Top2a/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0043657","CC","GO:0043657","host cell","6/614","24/23436",2.83932675503365e-05,0.000611131282512004,0.000515206158056231,"Top2a/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0065010","CC","GO:0065010","extracellular membrane-bounded organelle","5/614","16/23436",4.17361913294475e-05,0.000836158650176576,0.000704912508998418,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:1990391","CC","GO:1990391","DNA repair complex","7/614","37/23436",4.25478959160647e-05,0.000836158650176576,0.000704912508998418,"Msh6/Xrcc6/Prkdc/Atm/Pold1/Trp53bp1/Xrcc1",7
"GO:0090734","CC","GO:0090734","site of DNA damage","9/614","65/23436",4.74119844900521e-05,0.000892925707895982,0.000752769227429775,"Cbx5/Cbx1/Esco2/Smchd1/Aplf/Cgas/Rbbp8/Trp53bp1/H2afx",9
"GO:0030430","CC","GO:0030430","host cell cytoplasm","5/614","17/23436",5.78542393913053e-05,0.00100577370018731,0.000847904237232896,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0033655","CC","GO:0033655","host cell cytoplasm part","5/614","17/23436",5.78542393913053e-05,0.00100577370018731,0.000847904237232896,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0044216","CC","GO:0044216","other organism cell","6/614","30/23436",0.000109584229149959,0.0017690025562779,0.0014913342463265,"Top2a/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0044217","CC","GO:0044217","other organism part","6/614","30/23436",0.000109584229149959,0.0017690025562779,0.0014913342463265,"Top2a/Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",6
"GO:0000793","CC","GO:0000793","condensed chromosome","16/614","209/23436",0.000134445194638466,0.00198018541039697,0.00166936916293363,"Ncapg/Top2a/Knl1/Bub1/Plk1/Mki67/Chek1/Fancd2/Ncaph/Ska1/Cenpe/Mis18bp1/H2afx/Kmt5c/Bod1l/Spdl1",16
"GO:0033646","CC","GO:0033646","host intracellular part","5/614","20/23436",0.000135809176376783,0.00198018541039697,0.00166936916293363,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0043656","CC","GO:0043656","host intracellular region","5/614","20/23436",0.000135809176376783,0.00198018541039697,0.00166936916293363,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0000784","CC","GO:0000784","nuclear chromosome, telomeric region","9/614","75/23436",0.000147731762051377,0.0020867111389757,0.001759174271796,"Cbx5/Cbx1/Xrcc6/Smchd1/Pml/Pold1/Pif1/Trp53bp1/Xrcc1",9
"GO:0020005","CC","GO:0020005","symbiont-containing vacuole membrane","4/614","12/23436",0.000195300937059354,0.00267503101669176,0.00225514957625156,"Gbp2/Gbp7/Iigp1/Gbp6",4
"GO:0033643","CC","GO:0033643","host cell part","5/614","22/23436",0.000220885110137766,0.002936472640655,0.00247555448513533,"Gbp2/Gbp7/Iigp1/Irgm2/Gbp6",5
"GO:0035861","CC","GO:0035861","site of double-strand break","7/614","51/23436",0.00034855907661266,0.0045013915036835,0.00379483866868521,"Esco2/Smchd1/Aplf/Cgas/Rbbp8/Trp53bp1/H2afx",7
"GO:0042575","CC","GO:0042575","DNA polymerase complex","4/614","14/23436",0.000378781563330507,0.00475581296181636,0.00400932531946326,"Pole/Pole2/Pold3/Pold1",4
"GO:0000790","CC","GO:0000790","nuclear chromatin","23/614","407/23436",0.000508850161006778,0.00621622358851523,0.00524050521435145,"Uhrf1/Chaf1a/Brd8/Msh6/Cbx5/Ncor1/Irf1/Dnmt3a/Esco2/Uhrf2/Dntt/Stat1/Tti1/Psip1/Ezh2/Ddx11/Zfp57/Eme1/H2afx/Xrcc1/Klf1/Kmt5c/Cecr2",23
"GO:0005871","CC","GO:0005871","kinesin complex","7/614","56/23436",0.000623809702491273,0.00742005225068567,0.00625537707207315,"Kif11/Kifc5b/Kif24/Kif23/Kif15/Kif14/Cenpe",7
"GO:0000778","CC","GO:0000778","condensed nuclear chromosome kinetochore","4/614","16/23436",0.000660563544786345,0.00765576210880584,0.0064540891555373,"Bub1/Plk1/Cenpe/Mis18bp1",4
"GO:0045171","CC","GO:0045171","intercellular bridge","7/614","58/23436",0.000773155240891404,0.00863630653236142,0.00728072418424507,"Pcnt/Cdc7/Kif23/Trim45/Pknox2/Ninl/Ehd2",7
"GO:0034399","CC","GO:0034399","nuclear periphery","10/614","113/23436",0.000783381787227474,0.00863630653236142,0.00728072418424507,"Uhrf1/Pola1/Dnmt3a/Dntt/Ifi211/Nup35/Psip1/Gfi1/Pml/Numa1",10
"GO:0000780","CC","GO:0000780","condensed nuclear chromosome, centromeric region","5/614","29/23436",0.000856195483626219,0.00921429425235835,0.00776798909956619,"Bub1/Plk1/Cenpe/Mis18bp1/Kmt5c",5
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","34/609","190/22710",1.31395292882937e-18,8.75092650600361e-16,7.64858915413307e-16,"Mcm2/Dnmt1/Mcm5/Pola1/Pole/Chtf18/Dnmt3a/Top2a/Pole2/Dscc1/Xrcc6/Dntt/Apex2/Dnase1l3/Rad54l/Aplf/Mbd4/Pold3/Eri2/Polq/Brip1/Ddx11/Zranb3/Pold1/Eme1/Neil3/Pif1/Rbbp8/Chtf8/Xrcc1/Mettl4/Lig1/Rag1/Rad54b",34
"GO:0016887","MF","GO:0016887","ATPase activity","33/609","379/22710",3.43147183234967e-09,1.14268012017244e-06,9.98738906994404e-07,"Pex6/Mcm2/Msh6/Mcm5/Dqx1/Kif11/Chtf18/Abcc3/Top2a/Atad2/Dscc1/Eif4a2/Smchd1/Kifc5b/Atp1b1/Kif24/Rad54l/Gtf2h3/Kif23/Dnah8/Polq/Wdr78/Myo1d/Ddx11/Zranb3/Kif15/Tap1/Pif1/Kif14/Cenpe/Chtf8/Rnf213/Rad54b",33
"GO:0008094","MF","GO:0008094","DNA-dependent ATPase activity","14/609","72/22710",6.12024822544598e-09,1.35869510604901e-06,1.18754290128829e-06,"Mcm2/Msh6/Mcm5/Chtf18/Top2a/Dscc1/Rad54l/Gtf2h3/Polq/Ddx11/Zranb3/Pif1/Chtf8/Rad54b",14
"GO:0004386","MF","GO:0004386","helicase activity","20/609","157/22710",8.52280786965242e-09,1.41904751029713e-06,1.24029282945205e-06,"Mov10/Mcm2/Mcm5/Dqx1/Chtf18/Dscc1/Xrcc6/Eif4a2/Hells/Ifih1/Mcm8/Helz2/Rad54l/Polq/Brip1/Ddx11/Zranb3/Pif1/Chtf8/Ddx17",20
"GO:0004536","MF","GO:0004536","deoxyribonuclease activity","11/609","58/22710",3.41992638983344e-07,4.55534195125814e-05,3.98151430226925e-05,"Pole/Apex2/Dnase1l3/Aplf/Eri2/Zranb3/Pold1/Eme1/Rbbp8/Xrcc1/Rag1",11
"GO:0017116","MF","GO:0017116","single-stranded DNA helicase activity","7/609","20/22710",5.5122283322418e-07,5.55516159500874e-05,4.8553885918126e-05,"Mcm2/Mcm5/Chtf18/Dscc1/Polq/Pif1/Chtf8",7
"GO:0003678","MF","GO:0003678","DNA helicase activity","11/609","61/22710",5.83875843319237e-07,5.55516159500874e-05,4.8553885918126e-05,"Mcm2/Mcm5/Chtf18/Dscc1/Xrcc6/Polq/Brip1/Ddx11/Zranb3/Pif1/Chtf8",11
"GO:0003688","MF","GO:0003688","DNA replication origin binding","7/609","23/22710",1.62526196469293e-06,0.000135303058560687,0.000118259192957262,"Mcm2/Mcm5/Pola1/Cdc6/Mcm10/Mcm8/Ddx11",7
"GO:0003887","MF","GO:0003887","DNA-directed DNA polymerase activity","7/609","26/22710",4.06604580142173e-06,0.000300887389305208,0.000262985184583183,"Pola1/Pole/Pole2/Dntt/Pold3/Polq/Pold1",7
"GO:0004518","MF","GO:0004518","nuclease activity","18/609","193/22710",4.90231477293516e-06,0.000326494163877481,0.000285366323098225,"Pole/Noct/Apex2/Dnase1l3/Helz2/Aplf/Hmces/Rexo5/Eri2/Slfn8/Zranb3/Pold1/Eme1/Rbbp8/Ankle1/Xrcc1/Rag1/Ear1",18
"GO:0008017","MF","GO:0008017","microtubule binding","20/609","239/22710",7.71993207958424e-06,0.000467406796818464,0.00040852846315886,"Mx1/Spag5/Kif11/Cep57l1/Mx2/Kifc5b/Strbp/Nusap1/Kif24/Plk1/Kif23/Mid1/Ska1/Kif15/Prc1/Ckap5/Kif14/Cenpe/Cnn3/Numa1",20
"GO:0023023","MF","GO:0023023","MHC protein complex binding","5/609","12/22710",9.24153324294053e-06,0.000512905094983199,0.000448295428363694,"Cd74/H2-DMb2/H2-DMa/H2-Ob/H2-DMb1",5
"GO:0003924","MF","GO:0003924","GTPase activity","22/609","291/22710",1.39004727657359e-05,0.000706986157197796,0.000617928473100018,"Mx1/Sept3/Mx2/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Rasl10a/Gbp7/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Irgm2/Igtp/Ifi47/Gbp6/Gbp5",22
"GO:0003725","MF","GO:0003725","double-stranded RNA binding","11/609","84/22710",1.48615708720257e-05,0.000706986157197796,0.000617928473100018,"Eif2ak2/Ifih1/Strbp/Oasl2/Tlr3/Oas2/Ddx60/Elavl1/Oasl1/Oas1a/Oas1g",11
"GO:0034061","MF","GO:0034061","DNA polymerase activity","7/609","33/22710",2.24343405589164e-05,0.000996084720815888,0.000870609847654791,"Pola1/Pole/Pole2/Dntt/Pold3/Polq/Pold1",7
"GO:0016779","MF","GO:0016779","nucleotidyltransferase activity","13/609","123/22710",2.6998763232285e-05,0.00112382351954386,0.000982257636016686,"Pola1/Pole/Pole2/Dntt/Oasl2/Pold3/Cgas/Oas2/Polq/Tut4/Pold1/Oas1a/Oas1g",13
"GO:0001882","MF","GO:0001882","nucleoside binding","25/609","376/22710",3.28669764068212e-05,0.00128761213452605,0.00112541411473512,"Mx1/Pola1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Dck/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",25
"GO:0004520","MF","GO:0004520","endodeoxyribonuclease activity","7/609","40/22710",8.3214124645334e-05,0.00303530316286375,0.00265295187144563,"Dnase1l3/Aplf/Zranb3/Eme1/Rbbp8/Xrcc1/Rag1",7
"GO:0004519","MF","GO:0004519","endonuclease activity","12/609","119/22710",8.65927328744913e-05,0.00303530316286375,0.00265295187144563,"Apex2/Dnase1l3/Aplf/Hmces/Slfn8/Zranb3/Eme1/Rbbp8/Ankle1/Xrcc1/Rag1/Ear1",12
"GO:0005525","MF","GO:0005525","GTP binding","23/609","354/22710",9.51477332029092e-05,0.00316841951565688,0.00276929981374783,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0003684","MF","GO:0003684","damaged DNA binding","8/609","56/22710",0.000116689666189894,0.00363342972394525,0.00317573358201632,"Msh6/Xrcc6/Pold1/Neil3/Rbbp8/Trp53bp1/H2afx/Xrcc1",8
"GO:0015631","MF","GO:0015631","tubulin binding","22/609","336/22710",0.000120023204094288,0.00363342972394525,0.00317573358201632,"Mx1/Spag5/Kif11/Cep57l1/Mx2/Kifc5b/Strbp/Nusap1/Kif24/Pde4b/Hsph1/Plk1/Kif23/Mid1/Ska1/Kif15/Prc1/Ckap5/Kif14/Cenpe/Cnn3/Numa1",22
"GO:0032550","MF","GO:0032550","purine ribonucleoside binding","23/609","361/22710",0.000127253100055621,0.00368480715813232,0.00322063909980587,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0001883","MF","GO:0001883","purine nucleoside binding","23/609","365/22710",0.000149633616346617,0.00414910542914258,0.0036264506121635,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0032549","MF","GO:0032549","ribonucleoside binding","23/609","366/22710",0.00015574720079364,0.00414910542914258,0.0036264506121635,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0008757","MF","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","13/609","147/22710",0.000170617426415856,0.00437043099972924,0.00381989622704326,"Kmt2a/Dnmt1/Gamt/Dnmt3a/Mettl3/Ezh2/Mettl8/Kmt2d/Trmt1l/Mettl4/Nsd2/Kmt5c/Dot1l",13
"GO:0003697","MF","GO:0003697","single-stranded DNA binding","11/609","111/22710",0.000197517333226622,0.00487209421959,0.00425836589763438,"Mcm2/Mcm5/Pola1/Hsf1/Mcm10/Nup35/Mcm8/Hmces/Ddx11/Neil3/Rbbp8",11
"GO:0008296","MF","GO:0008296","3'-5'-exodeoxyribonuclease activity","4/609","12/22710",0.000213504323834152,0.00507835284548375,0.00443864252181526,"Pole/Apex2/Eri2/Pold1",4
"GO:0019001","MF","GO:0019001","guanyl nucleotide binding","23/609","377/22710",0.000239123444855311,0.0053085404757879,0.0046398338598241,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0032561","MF","GO:0032561","guanyl ribonucleotide binding","23/609","377/22710",0.000239123444855311,0.0053085404757879,0.0046398338598241,"Mx1/Sept3/Ciita/Gna14/Rab13/Gbp2/Rhoh/Tuba8/Cgas/Rasl10a/Gbp7/Pck2/Tubb2b/Irgm1/Diras2/Rasl11b/Iigp1/Sept11/Rab44/Uprt/Ehd2/Gbp6/Gbp5",23
"GO:0003777","MF","GO:0003777","microtubule motor activity","9/609","82/22710",0.000347200726874476,0.00745921561607745,0.00651959259631868,"Kif11/Kifc5b/Kif24/Kif23/Dnah8/Wdr78/Kif15/Kif14/Cenpe",9
